,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
227,167,Josh Giddey,SG,21,OKC,69,69,24.6,4.7,10.3,.461,1.0,3.0,.335,3.7,7.2,.514,.511,1.1,1.3,.831,1.4,4.8,6.1,4.5,0.7,0.5,2.0,1.3,11.6,2024
228,168,Harry Giles,C,25,TOT,21,0,4.4,1.1,2.2,.489,0.1,0.6,.250,1.0,1.7,.571,.521,0.3,0.6,.538,0.6,0.8,1.3,0.3,0.0,0.1,0.3,0.7,2.7,2024
229,168,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,2024
230,168,Harry Giles,C,25,LAL,5,0,2.4,0.2,0.6,.333,0.0,0.2,.000,0.2,0.4,.500,.333,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4,2024
231,169,Shai Gilgeous-Alexander,PG,25,OKC,69,69,34.4,10.8,20.0,.541,1.3,3.6,.367,9.5,16.4,.579,.574,7.6,8.7,.872,0.9,4.8,5.6,6.3,2.1,0.9,2.2,2.5,30.5,2024
232,170,Anthony Gill,PF,31,WAS,40,0,6.3,1.0,2.0,.475,0.2,0.6,.273,0.8,1.5,.552,.513,0.5,0.7,.808,0.6,0.9,1.4,0.5,0.2,0.2,0.5,0.5,2.6,2024
233,171,Collin Gillespie,PG,24,DEN,20,0,9.0,1.4,2.8,.491,0.7,1.4,.464,0.7,1.4,.519,.609,0.3,0.5,.600,0.1,0.7,0.8,0.9,0.5,0.0,0.6,1.1,3.7,2024
234,172,Jacob Gilyard,PG,25,MEM,37,14,17.7,1.6,3.9,.417,1.4,3.2,.425,0.2,0.6,.375,.594,0.1,0.1,1.000,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,2024
235,173,Rudy Gobert,C,31,MIN,65,65,34.0,5.2,8.1,.646,0.0,0.0,.000,5.2,8.0,.650,.646,3.2,4.9,.647,3.7,9.2,12.9,1.2,0.6,2.1,1.6,3.1,13.6,2024
236,174,Jordan Goodwin,PG,25,TOT,49,7,16.4,2.1,5.6,.370,0.6,2.3,.279,1.4,3.4,.430,.426,0.6,0.8,.732,1.1,2.2,3.3,2.4,0.8,0.4,0.9,1.2,5.4,2024
237,174,Jordan Goodwin,PG,25,PHO,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,2024
238,174,Jordan Goodwin,PG,25,MEM,9,7,27.6,3.0,9.2,.325,0.9,3.4,.258,2.1,5.8,.365,.373,0.6,1.3,.417,1.4,3.7,5.1,4.6,1.6,1.0,1.9,1.7,7.4,2024
239,175,Aaron Gordon,PF,28,DEN,65,65,31.5,5.5,9.9,.553,0.5,1.8,.280,5.0,8.1,.615,.579,2.3,3.6,.652,2.4,4.1,6.5,3.4,0.8,0.6,1.4,1.9,13.8,2024
240,176,Eric Gordon,SG,35,PHO,58,24,28.9,4.4,9.5,.458,2.4,6.0,.397,2.0,3.5,.562,.583,0.8,1.0,.797,0.3,1.7,2.0,2.2,0.9,0.5,1.2,1.3,11.9,2024
241,177,Devonte' Graham,PG,28,SAS,15,0,8.3,1.1,2.7,.390,0.7,2.0,.333,0.4,0.7,.545,.512,0.5,0.6,.778,0.1,1.2,1.3,1.4,0.3,0.1,0.3,0.4,3.3,2024
242,178,Jerami Grant,PF,29,POR,54,54,33.9,7.1,15.7,.451,2.1,5.1,.402,5.0,10.6,.474,.516,4.7,5.8,.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,2024
243,179,A.J. Green,SG,24,MIL,47,0,10.3,1.5,3.5,.436,1.3,3.0,.423,0.3,0.5,.522,.618,0.3,0.3,.938,0.2,1.0,1.1,0.6,0.1,0.0,0.2,0.9,4.7,2024
244,180,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,2024
245,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
246,181,Draymond Green,PF,33,GSW,45,42,27.0,3.4,7.1,.486,1.0,2.4,.391,2.5,4.6,.536,.553,1.1,1.4,.754,1.4,5.9,7.3,6.0,0.8,0.9,2.4,3.0,8.9,2024
247,182,Jalen Green,SG,21,HOU,70,70,31.3,6.8,16.0,.426,2.4,7.1,.334,4.4,8.9,.499,.500,3.5,4.3,.806,0.5,4.5,5.0,3.4,0.7,0.3,2.2,1.3,19.5,2024
248,183,Jeff Green,PF,37,HOU,66,5,16.7,2.1,4.5,.468,0.6,1.7,.339,1.5,2.7,.550,.534,1.6,2.0,.811,0.6,1.6,2.2,0.8,0.2,0.4,0.7,1.4,6.4,2024
249,184,Josh Green,SG,23,DAL,54,32,26.6,3.2,6.6,.493,1.3,3.3,.401,1.9,3.3,.584,.593,0.7,1.0,.673,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.5,2024
250,185,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1,2024
251,186,Quentin Grimes,SG,23,TOT,51,18,20.1,2.4,6.4,.372,1.6,4.7,.338,0.8,1.7,.466,.495,0.7,0.9,.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0,2024
252,186,Quentin Grimes,SG,23,NYK,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,2024
253,186,Quentin Grimes,SG,23,DET,6,0,19.2,1.5,7.0,.214,0.7,4.7,.143,0.8,2.3,.357,.262,1.7,1.8,.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3,2024
254,187,Mouhamadou Gueye,PF,25,TOR,5,0,6.8,0.6,2.2,.273,0.0,0.0,,0.6,2.2,.273,.273,0.2,0.8,.250,0.8,0.6,1.4,0.0,0.2,1.4,0.8,1.0,1.4,2024
255,188,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2024
256,189,Rui Hachimura,PF,25,LAL,57,28,25.8,5.0,9.5,.528,1.3,3.2,.408,3.7,6.3,.589,.597,1.4,1.9,.725,0.7,3.0,3.8,1.1,0.6,0.3,0.7,1.5,12.7,2024
257,190,Ashton Hagans,PG,24,POR,14,1,16.9,1.4,3.6,.400,0.4,1.1,.333,1.1,2.5,.429,.450,0.7,0.9,.769,0.6,1.8,2.4,2.9,0.6,0.6,1.6,2.4,3.9,2024
258,191,Tyrese Haliburton,PG,23,IND,59,58,32.3,7.4,15.5,.478,2.8,7.6,.361,4.6,7.8,.592,.567,2.8,3.3,.856,0.5,3.4,3.9,11.2,1.2,0.7,2.3,1.0,20.4,2024
259,192,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,2024
260,193,Tim Hardaway Jr.,SF,31,DAL,67,10,27.6,5.2,12.9,.405,2.8,7.9,.358,2.4,5.0,.479,.514,2.0,2.4,.854,0.3,3.0,3.3,1.7,0.5,0.1,0.9,1.4,15.3,2024
261,194,James Harden,PG,34,LAC,63,63,34.7,5.1,11.6,.440,2.7,6.9,.397,2.4,4.7,.502,.558,4.3,4.8,.882,0.5,4.6,5.1,8.5,1.1,0.9,2.6,1.9,17.2,2024
262,195,Jaden Hardy,SG,21,DAL,62,6,13.9,2.8,6.7,.409,1.2,3.2,.367,1.6,3.5,.447,.496,0.8,1.0,.766,0.3,1.5,1.7,1.6,0.3,0.1,0.8,1.1,7.5,2024
263,196,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2024
264,197,Gary Harris,SG,29,ORL,46,19,23.0,2.5,5.5,.455,1.4,3.8,.376,1.1,1.7,.625,.583,0.7,0.9,.738,0.4,1.2,1.6,1.6,0.8,0.3,0.6,1.7,7.1,2024
265,198,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,2024
266,199,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,2024
267,200,Tobias Harris,PF,31,PHI,62,62,34.0,6.7,13.6,.489,1.2,3.6,.336,5.5,10.0,.543,.533,2.7,3.1,.874,1.1,5.2,6.3,3.2,1.1,0.6,1.4,1.6,17.2,2024
268,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
269,201,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,2024
270,202,Josh Hart,SF,28,NYK,69,30,32.6,3.4,8.2,.419,1.0,3.4,.303,2.4,4.8,.500,.482,1.0,1.3,.761,1.5,6.6,8.1,3.7,0.9,0.3,1.4,2.0,8.9,2024
271,203,Isaiah Hartenstein,C,25,NYK,64,38,25.0,3.0,4.7,.634,0.0,0.0,.333,2.9,4.6,.637,.636,1.4,1.9,.724,3.3,5.1,8.5,2.2,1.1,1.1,1.2,2.8,7.3,2024
272,204,Sam Hauser,SF,26,BOS,68,9,21.4,3.0,6.5,.465,2.5,5.6,.439,0.6,0.9,.623,.654,0.2,0.3,.882,0.6,2.9,3.4,0.9,0.5,0.3,0.4,1.3,8.7,2024
273,205,Jordan Hawkins,SG,21,NOP,60,10,18.3,2.8,7.3,.386,1.8,4.8,.366,1.1,2.6,.425,.506,1.1,1.3,.844,0.5,1.9,2.4,1.2,0.3,0.1,0.6,1.2,8.5,2024
274,206,Jaxson Hayes,C,23,LAL,60,3,11.7,1.6,2.4,.695,0.0,0.1,.000,1.6,2.2,.737,.695,0.7,1.2,.623,0.9,1.9,2.8,0.4,0.4,0.4,0.5,1.7,4.0,2024
275,207,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,2024
276,208,Gordon Hayward,SF,33,TOT,41,26,26.2,3.9,8.6,.455,0.7,1.9,.390,3.2,6.8,.473,.497,1.9,2.5,.757,0.9,3.1,4.0,3.6,0.8,0.3,1.5,1.5,10.5,2024
277,208,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,2024
278,208,Gordon Hayward,SF,33,OKC,16,1,17.3,1.4,3.6,.386,0.5,1.0,.500,0.9,2.6,.341,.456,1.0,1.4,.727,0.6,2.2,2.8,1.9,0.3,0.0,0.6,1.0,4.3,2024
279,209,Scoot Henderson,PG,19,POR,52,22,27.2,4.6,12.1,.377,1.2,3.9,.307,3.3,8.2,.410,.427,2.8,3.4,.824,0.9,2.2,3.1,4.8,0.7,0.2,3.0,3.1,13.1,2024
280,210,Taylor Hendricks,PF,20,UTA,29,12,19.3,2.4,5.5,.431,1.1,3.2,.330,1.3,2.3,.576,.528,0.6,0.7,.810,1.2,3.3,4.4,0.6,0.6,0.8,0.7,2.0,6.4,2024
281,211,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8,2024
282,212,Buddy Hield,SF-SG,31,TOT,73,42,26.3,4.5,10.3,.438,2.7,6.9,.389,1.8,3.4,.538,.568,0.5,0.6,.870,0.6,2.5,3.2,3.0,0.9,0.5,1.2,2.1,12.3,2024
283,212,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,2024
284,212,Buddy Hield,SG,31,PHI,21,14,28.0,4.8,11.3,.426,2.9,7.1,.400,2.0,4.1,.471,.553,0.6,0.6,.923,0.6,2.4,3.0,3.8,1.0,0.4,1.4,2.3,13.0,2024
285,213,Haywood Highsmith,PF,27,MIA,55,26,19.4,2.0,4.6,.437,1.0,2.7,.377,1.0,1.9,.524,.549,0.4,0.5,.733,0.8,1.9,2.7,1.0,0.8,0.5,0.5,1.7,5.5,2024
286,214,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8,2024
287,215,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024
288,216,Aaron Holiday,PG,27,HOU,67,1,16.4,2.4,5.3,.447,1.1,2.8,.395,1.3,2.5,.506,.552,0.7,0.8,.902,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,2024
289,217,Jrue Holiday,PG,33,BOS,61,61,33.1,4.9,10.0,.485,2.0,4.6,.445,2.8,5.4,.520,.587,1.0,1.2,.833,1.2,4.2,5.4,4.9,0.9,0.8,1.8,1.6,12.8,2024
290,218,Justin Holiday,SG,34,DEN,47,9,14.4,1.4,3.1,.459,0.9,2.2,.402,0.6,0.9,.591,.599,0.1,0.1,.750,0.1,1.1,1.2,1.1,0.6,0.1,0.2,1.3,3.8,2024
291,219,Richaun Holmes,C-PF,30,TOT,38,8,13.5,2.0,3.6,.559,0.0,0.1,.500,2.0,3.5,.560,.563,0.8,1.2,.727,1.7,2.6,4.3,0.6,0.3,0.5,0.6,1.8,4.9,2024
292,219,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,2024
293,219,Richaun Holmes,PF,30,WAS,15,6,18.3,2.9,5.1,.558,0.1,0.1,.500,2.8,5.0,.560,.565,1.3,1.5,.870,2.1,3.6,5.7,0.5,0.5,0.6,0.6,2.5,7.1,2024
294,220,Chet Holmgren,C,21,OKC,70,70,30.1,6.4,11.9,.536,1.7,4.3,.384,4.7,7.5,.623,.606,2.6,3.2,.797,1.6,6.3,7.9,2.6,0.7,2.4,1.5,2.3,17.0,2024
295,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
296,221,Jalen Hood-Schifino,SG,20,LAL,21,0,5.2,0.5,2.1,.222,0.1,0.7,.133,0.4,1.4,.267,.244,0.6,1.0,.600,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,2024
297,222,Al Horford,C,37,BOS,58,29,27.0,3.2,6.4,.503,1.7,4.0,.420,1.5,2.4,.640,.634,0.4,0.5,.893,1.3,5.2,6.5,2.7,0.6,1.0,0.7,1.5,8.5,2024
298,223,Talen Horton-Tucker,PG,23,UTA,45,11,19.5,3.4,8.8,.391,1.1,3.4,.327,2.3,5.4,.432,.454,1.7,2.1,.802,0.4,2.0,2.4,3.6,0.9,0.4,1.3,1.8,9.7,2024
299,224,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,2024
300,225,Caleb Houstan,SF,21,ORL,54,11,14.0,1.4,3.6,.380,1.2,3.3,.367,0.1,0.2,.583,.552,0.4,0.4,.792,0.5,1.0,1.5,0.5,0.2,0.1,0.3,1.1,4.3,2024
301,226,Jett Howard,SF,20,ORL,14,0,3.7,0.6,1.6,.348,0.4,1.3,.278,0.2,0.4,.600,.457,0.1,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.1,0.2,1.6,2024
302,227,Kevin Huerter,SG,25,SAC,64,59,24.4,3.9,8.8,.443,1.9,5.3,.361,2.0,3.4,.571,.553,0.6,0.7,.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2,2024
303,228,Jay Huff,C,25,DEN,14,0,2.6,0.5,0.9,.583,0.2,0.6,.375,0.3,0.3,1.000,.708,0.1,0.1,1.000,0.1,0.6,0.7,0.1,0.1,0.0,0.1,0.5,1.4,2024
304,229,De'Andre Hunter,SF,26,ATL,46,26,28.5,5.2,11.2,.467,2.0,5.0,.402,3.2,6.2,.519,.556,3.0,3.4,.867,0.5,3.0,3.5,1.4,0.8,0.3,1.3,2.6,15.5,2024
305,230,Matthew Hurt,PF,23,MEM,8,0,14.1,1.5,4.3,.353,0.6,2.5,.250,0.9,1.8,.500,.426,0.4,0.4,1.000,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,2024
306,231,Bones Hyland,PG,23,LAC,31,4,14.0,2.2,6.1,.365,1.1,3.4,.317,1.2,2.7,.424,.452,0.5,0.6,.778,0.1,1.0,1.1,2.3,0.6,0.1,1.3,1.4,6.0,2024
307,232,Joe Ingles,SF,36,ORL,57,0,17.1,1.5,3.4,.426,1.0,2.4,.423,0.4,1.0,.431,.574,0.4,0.5,.852,0.3,1.8,2.1,3.0,0.7,0.1,0.9,1.4,4.3,2024
308,233,Brandon Ingram,SF,26,NOP,63,63,33.0,7.8,16.0,.490,1.3,3.8,.356,6.5,12.2,.532,.532,3.9,4.9,.801,0.7,4.4,5.1,5.8,0.8,0.6,2.6,2.3,20.9,2024
309,234,Kyrie Irving,SG,31,DAL,48,48,34.4,9.6,19.6,.490,2.9,7.1,.405,6.7,12.5,.539,.564,3.1,3.4,.909,0.8,4.3,5.1,5.3,1.3,0.5,1.7,1.9,25.3,2024
310,235,Jonathan Isaac,PF,26,ORL,49,1,15.1,2.6,5.0,.523,0.7,1.9,.385,1.9,3.1,.605,.595,1.1,1.5,.726,1.3,3.1,4.3,0.4,0.7,1.2,0.5,1.1,7.0,2024
311,236,Jaden Ivey,SG,21,DET,67,51,28.6,5.4,12.3,.439,1.5,4.6,.329,3.9,7.7,.505,.501,3.0,4.0,.756,1.2,2.3,3.4,3.7,0.7,0.6,2.5,2.8,15.3,2024
312,237,Andre Jackson Jr.,SG,22,MIL,50,8,10.3,0.9,1.8,.528,0.3,0.8,.375,0.6,1.0,.653,.612,0.2,0.2,.727,0.8,1.2,2.0,1.0,0.3,0.1,0.5,1.7,2.3,2024
313,238,GG Jackson II,PF,19,MEM,37,7,23.6,4.5,10.4,.436,2.0,5.4,.368,2.5,5.0,.511,.532,2.4,3.2,.744,1.2,2.7,3.8,1.0,0.5,0.5,1.2,1.3,13.4,2024
314,239,Isaiah Jackson,C,22,IND,51,3,13.6,2.8,4.2,.660,0.0,0.1,.000,2.8,4.1,.673,.660,1.4,1.9,.711,1.6,2.6,4.2,0.9,0.7,1.0,0.7,2.5,6.9,2024
315,240,Jaren Jackson Jr.,C,24,MEM,61,61,32.2,7.8,17.5,.447,1.8,5.6,.327,6.0,11.9,.503,.499,5.1,6.3,.808,1.2,4.3,5.5,2.3,1.1,1.6,2.5,3.6,22.6,2024
316,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
317,241,Justin Jackson,SF,28,MIN,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
318,242,Quenton Jackson,PG,25,IND,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
319,243,Reggie Jackson,PG,33,DEN,71,17,21.8,4.0,9.0,.442,1.2,3.3,.352,2.8,5.6,.495,.507,0.9,1.1,.775,0.3,1.5,1.9,3.7,0.5,0.2,1.3,1.7,10.0,2024
320,244,Trayce Jackson-Davis,PF,23,GSW,57,5,14.9,3.2,4.5,.714,0.0,0.0,,3.2,4.5,.714,.714,1.1,1.9,.550,1.8,2.7,4.5,1.1,0.4,1.0,0.6,1.6,7.4,2024
321,245,LeBron James,PF,39,LAL,62,62,35.2,9.5,18.0,.530,2.2,5.3,.406,7.4,12.7,.581,.590,4.1,5.5,.751,0.8,6.3,7.2,8.1,1.2,0.6,3.3,1.2,25.4,2024
322,246,Jaime Jaquez Jr.,SF,22,MIA,64,19,29.3,4.7,9.8,.486,0.9,2.8,.315,3.9,7.0,.554,.530,1.9,2.4,.804,1.2,2.8,4.0,2.6,1.1,0.2,1.5,2.3,12.3,2024
323,247,DeJon Jarreau,SG,26,MEM,7,0,17.1,1.6,5.7,.275,0.4,1.3,.333,1.1,4.4,.258,.313,0.7,1.1,.625,0.9,4.7,5.6,3.1,0.9,0.1,1.1,1.7,4.3,2024
324,248,DaQuan Jeffries,SG,26,NYK,13,0,2.6,0.4,1.1,.357,0.1,0.5,.143,0.3,0.5,.571,.393,0.0,0.2,.000,0.0,0.4,0.4,0.2,0.0,0.0,0.1,0.2,0.8,2024
325,249,Trey Jemison,C,24,TOT,17,7,19.3,2.7,4.6,.590,0.0,0.0,,2.7,4.6,.590,.590,0.7,0.9,.800,2.1,2.1,4.2,0.9,0.4,0.9,1.2,2.8,6.1,2024
326,249,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2024
327,249,Trey Jemison,C,24,MEM,15,7,21.8,3.1,5.2,.590,0.0,0.0,,3.1,5.2,.590,.590,0.8,1.0,.800,2.3,2.3,4.7,1.0,0.4,1.0,1.3,3.1,6.9,2024
328,250,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024
329,251,Isaiah Joe,SG,24,OKC,66,0,18.2,2.8,6.2,.452,1.8,4.5,.407,1.0,1.7,.573,.601,0.6,0.7,.860,0.4,1.8,2.2,1.1,0.6,0.3,0.6,1.2,8.0,2024
330,252,Cameron Johnson,PF,27,BRK,55,47,27.8,4.9,10.8,.452,2.5,6.2,.397,2.4,4.6,.526,.566,1.5,1.9,.781,1.0,3.4,4.4,2.5,0.8,0.2,1.0,1.8,13.7,2024
331,253,Jalen Johnson,SF,22,ATL,51,48,34.0,6.4,12.5,.513,1.3,3.6,.353,5.2,8.9,.578,.564,2.0,2.7,.725,1.3,7.3,8.6,3.5,1.1,0.9,1.7,2.5,16.1,2024
332,254,James Johnson,PF,36,IND,7,0,5.0,0.3,0.9,.333,0.0,0.1,.000,0.3,0.7,.400,.333,0.3,0.3,1.000,0.1,0.4,0.6,0.9,0.7,0.1,0.4,1.0,0.9,2024
333,255,Keldon Johnson,SF,24,SAS,66,26,29.5,5.8,12.7,.454,1.8,5.4,.345,3.9,7.3,.534,.527,2.5,3.2,.785,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.8,2024
334,256,Keon Johnson,SG,21,BRK,4,0,12.8,1.8,4.8,.368,1.0,2.3,.444,0.8,2.5,.300,.474,2.5,2.5,1.000,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,7.0,2024
335,257,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,2024
336,258,Nikola Jokić,C,28,DEN,68,68,34.4,10.3,17.7,.581,1.0,2.9,.352,9.3,14.8,.625,.609,4.5,5.5,.826,2.9,9.4,12.3,9.0,1.3,0.9,2.9,2.4,26.1,2024
337,259,Colby Jones,SG,21,SAC,20,0,6.7,0.9,2.5,.360,0.1,0.8,.067,0.9,1.8,.486,.370,0.1,0.3,.400,0.6,0.8,1.4,0.6,0.2,0.1,0.3,0.9,2.0,2024
338,260,Damian Jones,C,28,CLE,32,0,7.5,1.1,1.9,.590,0.1,0.3,.182,1.1,1.6,.680,.607,0.5,0.6,.850,0.6,1.2,1.8,0.4,0.2,0.4,0.4,0.8,2.8,2024
339,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
340,261,Derrick Jones Jr.,SF,26,DAL,65,55,23.5,3.2,6.5,.496,1.1,3.2,.350,2.1,3.4,.635,.581,1.3,1.8,.716,1.1,2.3,3.4,1.0,0.7,0.6,0.9,1.6,8.9,2024
341,262,Herbert Jones,SF,25,NOP,65,65,29.7,3.9,7.6,.515,1.5,3.5,.431,2.4,4.1,.586,.614,1.7,2.0,.846,1.0,2.5,3.6,2.5,1.3,0.9,1.2,2.9,11.0,2024
342,263,Mason Jones,SG,25,SAC,1,0,13.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,1.0,2.0,.500,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2024
343,264,Tre Jones,PG,24,SAS,66,37,26.9,3.8,7.5,.515,0.8,2.3,.338,3.1,5.1,.596,.568,1.4,1.6,.879,0.7,2.7,3.4,6.1,1.0,0.1,1.4,1.2,9.9,2024
344,265,Tyus Jones,PG,27,WAS,66,66,29.3,4.9,10.1,.489,1.6,3.9,.414,3.3,6.2,.537,.569,0.5,0.6,.800,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0,2024
345,266,DeAndre Jordan,C,35,DEN,31,2,11.5,1.7,2.7,.631,0.0,0.0,,1.7,2.7,.631,.631,0.8,1.7,.481,1.6,2.9,4.5,0.7,0.2,0.5,0.7,1.7,4.2,2024
346,267,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,2024
