,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
570,432,Orlando Robinson,C,23,MIA,33,300,14.2,.596,.208,.347,10.8,22.3,16.5,16.1,1.2,2.6,17.8,15.1,0.4,0.4,0.8,.131,-1.8,0.8,-1.0,0.1,2024
571,433,Jeremiah Robinson-Earl,PF,23,NOP,34,321,11.8,.565,.416,.169,7.8,17.6,12.8,8.7,1.5,1.2,13.6,15.0,0.2,0.4,0.6,.092,-1.8,-0.1,-1.9,0.0,2024
572,434,David Roddy,PF,22,TOT,63,1172,8.7,.485,.402,.167,4.9,15.6,10.1,10.3,1.1,0.9,11.5,18.2,-1.0,1.1,0.0,.002,-4.0,-1.0,-5.1,-0.9,2024
573,434,David Roddy,PF,22,MEM,48,1114,8.7,.485,.404,.174,5.0,15.7,10.1,10.4,1.1,0.9,11.5,18.2,-0.9,1.0,0.0,.002,-4.0,-1.0,-5.0,-0.9,2024
574,434,David Roddy,PF,22,PHO,15,58,8.8,.490,.364,.045,4.2,14.9,9.9,7.3,1.7,0.0,11.8,19.0,-0.1,0.1,0.0,-0.004,-4.4,-1.2,-5.6,-0.1,2024
575,435,Ryan Rollins,PG,21,WAS,10,66,22.7,.631,.120,.680,3.3,15.6,9.3,24.0,5.7,3.7,17.7,25.3,0.1,0.1,0.2,.143,0.5,4.5,5.0,0.1,2024
576,436,Derrick Rose,PG,35,MEM,24,399,13.1,.540,.248,.164,1.9,11.2,6.4,32.4,1.0,0.5,14.9,22.5,0.1,0.3,0.4,.042,-1.4,-1.4,-2.8,-0.1,2024
577,437,Terry Rozier,SG-PG,29,TOT,59,1994,17.4,.557,.413,.199,2.0,12.4,7.1,27.7,1.5,1.0,9.0,26.1,2.1,1.6,3.7,.089,2.3,-0.7,1.5,1.8,2024
578,437,Terry Rozier,SG,29,CHO,30,1065,19.2,.574,.423,.235,1.7,11.1,6.2,31.3,1.5,1.1,9.7,27.8,1.5,0.5,2.0,.090,3.7,-1.5,2.2,1.1,2024
579,437,Terry Rozier,PG,29,MIA,29,929,15.3,.534,.400,.153,2.2,14.0,8.0,23.5,1.5,0.9,8.0,24.1,0.6,1.1,1.7,.088,0.6,0.1,0.7,0.6,2024
580,438,Rayan Rupert,SG,19,POR,33,440,6.8,.495,.420,.188,4.2,13.6,8.6,13.3,0.9,0.4,16.5,14.1,-0.2,0.2,0.1,.006,-4.9,-1.5,-6.4,-0.5,2024
581,439,D'Angelo Russell,PG,27,LAL,71,2305,16.3,.591,.499,.178,1.5,9.1,5.5,27.8,1.4,1.2,11.9,23.3,3.0,1.6,4.6,.096,1.8,-0.8,1.0,1.7,2024
582,440,Matt Ryan,SF,26,NOP,25,375,9.5,.643,.804,.125,1.8,9.7,5.8,6.0,0.8,0.3,13.2,15.8,0.2,0.3,0.6,.072,-1.0,-1.2,-2.2,0.0,2024
583,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
584,441,Domantas Sabonis,C,27,SAC,76,2721,23.3,.641,.081,.384,11.1,33.5,22.1,34.1,1.2,1.5,17.8,22.3,7.9,3.6,11.4,.202,4.2,2.3,6.5,5.8,2024
585,442,Luka Šamanić,PF,24,UTA,37,271,8.9,.492,.436,.356,5.1,25.7,15.4,5.0,0.4,2.3,12.0,20.6,-0.2,0.2,-0.1,-0.014,-4.7,-2.5,-7.2,-0.4,2024
586,443,Jermaine Samuels,SF,25,HOU,11,53,15.3,.758,.182,.182,4.1,18.7,11.4,5.3,0.9,1.7,0.0,9.5,0.1,0.1,0.2,.190,0.0,1.2,1.1,0.0,2024
587,444,Adama Sanogo,PF,21,CHI,5,14,34.3,.940,.000,.750,24.2,41.8,32.8,0.0,0.0,0.0,15.8,19.9,0.1,0.0,0.1,.307,9.6,0.6,10.2,0.0,2024
588,445,Gui Santos,PF,21,GSW,20,158,15.6,.662,.500,.341,10.8,20.7,15.8,9.1,0.9,1.1,12.2,15.4,0.4,0.1,0.5,.162,0.3,-0.2,0.1,0.1,2024
589,446,Dario Šarić,C,29,GSW,62,1080,15.2,.599,.509,.234,7.5,21.5,14.5,17.8,1.4,0.8,15.0,19.3,1.6,1.1,2.7,.120,0.7,0.4,1.1,0.8,2024
590,447,Olivier Sarr,C,24,OKC,14,95,15.3,.664,.316,.789,12.8,29.4,21.4,2.6,0.0,6.8,10.5,13.1,0.2,0.2,0.4,.184,-2.5,-0.1,-2.6,0.0,2024
591,448,Marcus Sasser,PG,23,DET,65,1169,11.8,.543,.470,.127,0.9,10.2,5.5,25.6,1.6,0.7,14.0,19.3,0.3,0.6,1.0,.040,-1.6,-0.9,-2.5,-0.1,2024
592,449,Admiral Schofield,PF,26,ORL,21,79,5.3,.462,.625,.083,3.0,19.6,11.2,10.5,0.6,0.0,13.9,16.0,-0.1,0.1,0.0,.001,-4.7,-0.8,-5.5,-0.1,2024
593,450,Dennis Schröder,PG,30,TOT,77,2384,13.2,.551,.397,.223,1.6,9.2,5.3,27.8,1.3,0.6,13.2,20.3,2.0,0.9,2.9,.058,-0.6,-1.4,-2.0,0.0,2024
594,450,Dennis Schröder,PG,30,TOR,51,1559,13.9,.559,.394,.267,1.6,8.9,5.2,27.9,1.4,0.4,11.7,19.5,1.9,0.5,2.4,.073,-0.6,-1.3,-1.8,0.1,2024
595,450,Dennis Schröder,PG,30,BRK,26,825,11.8,.536,.402,.149,1.7,9.9,5.7,27.5,0.9,0.9,15.7,21.8,0.1,0.4,0.5,.030,-0.7,-1.5,-2.2,0.0,2024
596,451,Dereon Seabron,SG,23,NOP,6,55,9.2,.448,.154,.462,2.1,12.1,7.1,11.2,1.8,1.8,0.0,12.4,0.0,0.1,0.1,.088,-2.6,1.3,-1.4,0.0,2024
597,452,Alperen Sengun,C,21,HOU,63,2046,22.0,.585,.113,.358,9.7,21.9,15.8,25.3,1.8,2.1,12.5,27.0,3.6,3.2,6.9,.161,3.1,1.8,4.9,3.5,2024
598,453,Brice Sensabaugh,SF,20,UTA,26,449,7.9,.508,.552,.172,3.0,16.5,9.8,13.7,1.2,0.4,18.6,20.1,-0.5,0.2,-0.4,-0.039,-3.7,-2.2,-5.9,-0.4,2024
599,454,Collin Sexton,SG,25,UTA,76,2030,20.0,.613,.314,.357,3.8,7.3,5.6,29.4,1.5,0.7,12.1,27.4,5.1,0.4,5.5,.130,3.8,-1.8,2.0,2.0,2024
600,455,Landry Shamet,SG,26,WAS,46,726,10.5,.556,.573,.168,2.4,7.2,4.8,10.2,1.6,1.1,9.3,18.9,0.1,0.2,0.3,.020,-2.7,-1.3,-4.0,-0.4,2024
601,456,Day'Ron Sharpe,C,22,BRK,58,876,20.4,.602,.050,.436,19.0,29.0,23.9,14.1,1.3,4.2,16.4,19.9,1.5,1.3,2.8,.155,-0.1,0.4,0.3,0.5,2024
602,457,Shaedon Sharpe,SG,20,POR,32,1059,11.4,.524,.415,.274,4.3,13.6,8.7,13.7,1.3,1.0,12.9,22.6,-0.3,0.7,0.4,.020,-2.0,-0.9,-2.9,-0.2,2024
603,458,Ben Sheppard,SG,22,IND,52,704,8.5,.540,.677,.133,1.8,10.9,6.3,7.6,1.9,0.2,5.5,13.0,0.4,0.4,0.8,.055,-3.3,0.1,-3.2,-0.2,2024
604,459,Pascal Siakam,PF,29,TOT,75,2511,19.7,.597,.197,.313,5.8,18.8,12.2,20.1,1.2,0.8,9.0,25.5,4.7,1.5,6.2,.118,2.7,-0.6,2.1,2.6,2024
605,459,Pascal Siakam,PF,29,TOR,39,1354,18.8,.600,.233,.358,4.5,16.6,10.4,22.0,1.2,0.6,10.3,25.5,2.3,0.6,2.9,.103,2.2,-0.9,1.3,1.2,2024
606,459,Pascal Siakam,PF,29,IND,36,1157,20.7,.594,.159,.266,7.4,21.3,14.3,17.8,1.2,0.9,7.4,25.4,2.4,0.8,3.3,.137,3.2,-0.3,2.9,1.4,2024
607,460,Ben Simmons,PG,27,BRK,15,359,16.3,.571,.000,.203,9.4,28.6,18.7,32.9,1.7,2.3,25.1,13.0,0.5,0.5,1.0,.131,-0.5,3.0,2.5,0.4,2024
608,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
609,461,Kobi Simmons,PG,26,TOR,4,67,14.5,.476,.381,.000,1.7,10.5,6.0,24.1,4.4,2.6,4.5,14.1,0.1,0.1,0.1,.096,-2.7,1.6,-1.1,0.0,2024
610,462,Anfernee Simons,SG,24,POR,46,1582,15.9,.568,.484,.213,1.5,11.2,6.1,27.5,0.7,0.3,12.1,28.2,1.5,0.6,2.1,.064,2.7,-2.5,0.1,0.8,2024
611,463,Zavier Simpson,PG,26,MEM,1,9,11.4,.000,.000,.000,12.1,0.0,6.3,56.0,5.5,0.0,50.0,9.6,0.0,0.0,0.0,.028,-2.8,1.8,-1.0,0.0,2024
612,464,Jericho Sims,C,25,NYK,44,562,11.0,.707,.000,.407,11.3,18.8,15.0,5.4,0.7,3.0,20.1,6.1,0.8,0.7,1.4,.123,-2.4,0.8,-1.6,0.1,2024
613,465,Dmytro Skapintsev,C,25,NYK,2,2,-19.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.478,-16.1,-9.8,-25.9,0.0,2024
614,466,Jalen Slawson,SF,24,SAC,10,33,5.8,.600,.400,.000,3.4,21.5,12.3,7.5,1.5,2.8,28.6,9.1,0.0,0.0,0.0,.036,-8.1,1.2,-6.9,0.0,2024
615,467,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.001,-6.3,-2.1,-8.4,0.0,2024
616,468,Marcus Smart,PG,29,MEM,20,605,11.8,.552,.565,.236,1.1,9.1,4.9,22.8,3.3,0.8,19.2,23.1,-0.6,0.8,0.2,.016,-3.4,0.9,-2.4,-0.1,2024
617,469,Dennis Smith Jr.,PG,26,BRK,56,1059,13.4,.508,.322,.172,5.1,12.6,8.7,27.0,3.2,1.0,15.8,17.7,0.4,1.3,1.7,.077,-2.5,1.8,-0.7,0.3,2024
618,470,Dru Smith,SG,26,MIA,9,131,12.8,.576,.515,.061,5.3,7.3,6.3,15.0,3.5,2.2,12.9,13.3,0.1,0.2,0.3,.121,-1.8,3.2,1.4,0.1,2024
619,471,Ish Smith,PG,35,CHO,43,741,6.8,.435,.051,.025,1.6,10.3,5.8,26.4,1.1,0.5,22.7,12.3,-0.6,0.2,-0.4,-0.023,-5.7,-1.3,-6.9,-0.9,2024
620,472,Jabari Smith Jr.,PF,20,HOU,70,2220,13.9,.573,.453,.228,6.5,22.1,14.2,6.6,1.1,2.2,9.2,17.8,2.0,3.1,5.2,.112,-0.6,0.2,-0.4,0.9,2024
621,473,Jalen Smith,C,23,IND,56,980,20.6,.683,.366,.263,12.1,25.6,18.8,7.8,0.7,3.0,8.9,19.4,2.8,0.9,3.6,.179,3.1,-0.8,2.4,1.1,2024
622,474,Nick Smith Jr.,SG,19,CHO,48,663,7.4,.504,.502,.051,2.8,8.2,5.4,11.7,0.6,1.0,12.1,19.8,-0.7,0.1,-0.6,-0.040,-3.5,-2.7,-6.2,-0.7,2024
623,475,Terquavion Smith,PG,21,PHI,12,69,18.3,.557,.775,.075,0.0,3.4,1.6,23.1,5.0,0.0,8.8,28.5,0.0,0.1,0.1,.100,3.5,0.8,4.3,0.1,2024
624,476,Jeremy Sochan,PF,20,SAS,74,2193,11.4,.513,.293,.186,6.8,17.3,11.9,15.9,1.3,1.5,14.3,18.8,-0.7,1.9,1.2,.026,-2.8,-0.7,-3.4,-0.8,2024
625,477,Pat Spencer,PG,27,GSW,3,6,21.2,1.000,.000,.000,0.0,0.0,0.0,45.2,0.0,0.0,0.0,7.0,0.0,0.0,0.0,.294,5.4,-0.7,4.7,0.0,2024
626,478,Jaden Springer,SG-PG,21,TOT,45,448,9.8,.468,.324,.265,8.3,9.2,8.7,12.0,3.0,2.8,16.5,17.6,-0.3,0.6,0.3,.029,-5.0,0.8,-4.2,-0.3,2024
627,478,Jaden Springer,SG,21,PHI,32,377,10.6,.481,.314,.288,7.4,10.1,8.7,12.6,3.3,2.7,16.4,18.3,-0.3,0.5,0.3,.033,-4.5,1.0,-3.5,-0.1,2024
628,478,Jaden Springer,PG,21,BOS,13,71,5.6,.371,.389,.111,12.9,4.4,8.5,8.6,1.4,3.7,17.5,14.0,-0.1,0.1,0.0,.011,-7.8,-0.5,-8.3,-0.1,2024
629,479,Lamar Stevens,PF,26,TOT,36,494,14.4,.521,.180,.218,7.6,18.3,12.8,7.7,1.9,3.3,9.0,22.3,-0.1,0.7,0.6,.063,-2.3,-0.3,-2.6,-0.1,2024
630,479,Lamar Stevens,PF,26,BOS,19,122,14.5,.532,.178,.244,11.2,16.3,13.9,8.9,2.4,3.6,15.3,21.0,0.0,0.2,0.2,.093,-2.9,0.9,-2.0,0.0,2024
631,479,Lamar Stevens,PF,26,MEM,17,372,14.4,.518,.181,.211,6.4,18.9,12.4,7.3,1.7,3.2,7.2,22.7,-0.1,0.5,0.4,.053,-2.2,-0.7,-2.9,-0.1,2024
632,480,Isaiah Stewart,PF,22,DET,46,1423,11.2,.600,.458,.223,5.8,18.6,12.1,7.1,0.6,2.3,13.6,14.5,0.8,0.9,1.7,.056,-1.6,-0.7,-2.3,-0.1,2024
633,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
634,481,Julian Strawther,SF,21,DEN,46,529,8.7,.485,.622,.124,1.2,11.2,6.3,11.0,1.6,1.1,7.7,20.6,-0.3,0.5,0.2,.021,-4.4,-1.3,-5.7,-0.5,2024
635,482,Max Strus,SF,27,CLE,65,2082,11.6,.555,.661,.128,3.4,13.8,8.7,16.5,1.5,1.2,12.5,17.6,1.0,2.4,3.4,.079,-1.2,0.6,-0.6,0.7,2024
636,483,Jalen Suggs,SG,22,ORL,69,1857,13.7,.598,.546,.206,2.9,10.9,6.8,15.0,2.6,2.1,15.2,19.8,0.9,3.2,4.0,.104,-0.9,1.6,0.8,1.3,2024
637,484,Cole Swider,SF,24,MIA,15,83,8.4,.569,.778,.056,1.4,8.6,5.0,7.5,0.6,1.2,17.8,24.2,-0.1,0.1,-0.1,-0.043,-1.1,-2.3,-3.4,0.0,2024
638,485,Jae'Sean Tate,SF,28,HOU,65,1031,9.3,.538,.336,.170,6.4,14.6,10.5,8.2,2.0,1.3,13.1,11.7,0.4,1.4,1.8,.083,-3.8,1.5,-2.3,-0.1,2024
639,486,Jayson Tatum,PF,25,BOS,71,2543,22.6,.607,.426,.348,3.0,21.4,12.6,21.0,1.4,1.4,10.2,30.3,6.0,4.2,10.1,.191,4.6,0.6,5.3,4.6,2024
640,487,Terry Taylor,PF,24,CHI,31,188,10.1,.558,.231,.128,10.2,12.5,11.3,7.1,1.3,1.1,14.5,11.3,0.1,0.1,0.3,.069,-3.1,-0.1,-3.2,-0.1,2024
641,488,Garrett Temple,SG,37,TOR,23,212,9.3,.514,.517,.241,4.8,12.7,8.7,9.8,2.3,0.8,12.3,14.8,0.0,0.1,0.1,.029,-3.8,-1.2,-5.0,-0.2,2024
642,489,Dalen Terry,SG,21,CHI,53,565,9.5,.497,.504,.276,4.8,14.7,9.7,16.4,1.9,2.0,15.9,12.8,0.1,0.6,0.6,.053,-3.7,1.0,-2.7,-0.1,2024
643,490,Daniel Theis,C,31,TOT,56,932,13.9,.588,.228,.175,10.4,17.2,13.9,8.5,1.0,4.5,11.6,15.2,1.2,1.0,2.1,.111,-1.9,0.0,-1.9,0.0,2024
644,490,Daniel Theis,C,31,IND,1,8,-6.7,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.261,-13.2,-7.3,-20.6,0.0,2024
645,490,Daniel Theis,C,31,LAC,55,924,14.1,.593,.228,.178,10.5,17.4,14.0,8.6,1.0,4.5,11.7,15.1,1.2,1.0,2.2,.114,-1.8,0.1,-1.7,0.1,2024
646,491,Cam Thomas,SG,22,BRK,61,1899,15.9,.552,.327,.279,1.5,10.4,5.8,15.8,1.1,0.7,8.4,30.4,1.0,1.1,2.1,.054,0.5,-1.8,-1.4,0.3,2024
647,492,Isaiah Thomas,PG,34,PHO,3,11,12.0,.500,.400,.000,0.0,0.0,0.0,25.8,0.0,0.0,0.0,19.7,0.0,0.0,0.0,.078,1.6,-4.2,-2.5,0.0,2024
648,493,Amen Thompson,SF,21,HOU,57,1232,17.5,.563,.138,.338,11.3,21.0,16.1,16.0,2.8,2.5,14.7,18.9,1.2,2.3,3.5,.136,-0.6,2.1,1.4,1.1,2024
649,494,Ausar Thompson,SF,21,DET,63,1583,12.8,.522,.235,.248,9.1,19.8,14.3,10.7,2.1,3.2,13.6,16.6,0.0,1.7,1.7,.053,-2.8,0.7,-2.1,0.0,2024
650,495,Klay Thompson,SF,33,GSW,72,2132,13.4,.571,.612,.119,1.7,10.8,6.3,11.0,1.0,1.3,9.1,24.0,1.5,1.4,2.9,.065,0.7,-1.5,-0.8,0.7,2024
651,496,Tristan Thompson,C,32,CLE,47,536,14.0,.574,.009,.442,16.0,21.3,18.7,13.0,1.1,2.3,17.7,13.6,0.6,0.7,1.3,.121,-2.0,0.8,-1.1,0.1,2024
652,497,JT Thor,PF,21,CHO,58,693,7.5,.473,.444,.100,6.2,14.8,10.3,4.7,0.6,3.1,7.7,11.5,-0.2,0.3,0.2,.012,-4.2,-1.1,-5.3,-0.6,2024
653,498,Matisse Thybulle,SF,26,POR,65,1487,10.4,.537,.729,.091,2.2,8.7,5.2,8.3,3.8,3.0,10.8,10.6,0.3,1.9,2.2,.072,-2.8,3.3,0.5,0.9,2024
654,499,Xavier Tillman Sr.,C-PF,25,TOT,48,894,11.6,.455,.280,.196,8.2,16.8,12.4,11.3,2.6,4.1,10.5,14.7,-0.3,1.5,1.1,.060,-3.5,1.9,-1.7,0.1,2024
655,499,Xavier Tillman Sr.,C,25,MEM,34,700,11.8,.440,.249,.202,8.7,16.9,12.6,12.2,3.0,4.6,11.1,16.1,-0.6,1.2,0.6,.041,-3.8,2.1,-1.7,0.0,2024
656,499,Xavier Tillman Sr.,PF,25,BOS,14,194,11.0,.542,.459,.162,6.5,16.2,11.5,8.2,1.3,2.3,7.0,9.6,0.2,0.3,0.5,.126,-2.4,0.9,-1.5,0.0,2024
657,500,Jacob Toppin,SF,23,NYK,9,38,14.3,.658,.444,.222,9.3,12.5,10.9,10.9,0.0,2.5,9.2,12.4,0.1,0.0,0.1,.158,0.6,-1.2,-0.6,0.0,2024
658,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
659,501,Obi Toppin,PF,25,IND,77,1640,15.8,.673,.436,.176,5.6,15.6,10.6,8.8,1.2,1.9,10.2,16.4,3.1,1.1,4.2,.122,1.4,-0.5,1.0,1.2,2024
660,502,Juan Toscano-Anderson,SF,30,SAC,11,53,2.6,.292,.333,.000,8.5,22.4,15.3,9.0,0.9,1.7,14.3,11.3,-0.1,0.1,0.0,-0.027,-8.7,-0.8,-9.5,-0.1,2024
661,503,Karl-Anthony Towns,PF,28,MIN,60,1969,19.2,.628,.340,.307,5.8,23.5,15.1,14.8,1.1,1.8,13.8,27.7,2.6,3.7,6.3,.153,1.9,1.0,2.9,2.4,2024
662,504,Gary Trent Jr.,SG,25,TOR,66,1835,11.9,.550,.540,.114,1.4,9.3,5.3,8.2,1.8,0.5,4.9,19.7,0.8,0.7,1.5,.039,-1.2,-1.4,-2.7,-0.3,2024
663,505,Oscar Tshiebwe,PF,24,IND,8,42,24.7,.553,.000,.400,22.0,22.2,22.1,6.5,2.3,1.9,0.0,23.5,0.1,0.0,0.2,.216,4.5,-2.3,2.2,0.0,2024
664,506,P.J. Tucker,PF,38,TOT,26,405,5.2,.461,.732,.073,7.3,14.2,10.8,3.8,1.6,1.6,15.9,5.5,0.1,0.4,0.5,.054,-4.6,0.3,-4.2,-0.2,2024
665,506,P.J. Tucker,PF,38,PHI,3,66,4.8,.600,1.000,.000,1.7,22.8,12.1,0.0,2.3,2.8,28.6,4.6,0.0,0.1,0.1,.050,-5.2,1.2,-4.0,0.0,2024
666,506,P.J. Tucker,PF,38,LAC,23,339,5.3,.442,.694,.083,8.4,12.5,10.5,4.5,1.5,1.3,13.9,5.7,0.1,0.3,0.4,.054,-4.4,0.2,-4.2,-0.2,2024
667,507,Myles Turner,C,27,IND,72,1950,18.8,.619,.353,.348,6.4,23.1,14.7,6.3,0.9,5.5,9.5,23.3,2.9,2.1,5.0,.124,0.6,-0.1,0.5,1.2,2024
668,508,Hunter Tyson,PF,23,DEN,14,40,6.2,.529,.706,.000,3.0,23.3,13.4,6.8,0.0,0.0,10.5,20.9,0.0,0.0,0.0,.014,-6.2,-2.4,-8.6,-0.1,2024
669,509,Stanley Umude,SG,24,DET,24,307,11.4,.647,.631,.381,2.9,16.1,9.4,4.9,1.3,2.0,12.5,15.5,0.3,0.2,0.5,.085,-1.5,-0.1,-1.6,0.0,2024
670,510,Jonas Valančiūnas,C,31,NOP,76,1816,19.8,.621,.168,.281,11.2,30.9,21.2,12.7,0.8,3.7,11.6,20.5,3.7,3.1,6.8,.180,0.9,0.5,1.4,1.6,2024
671,511,Jarred Vanderbilt,PF,24,LAL,29,581,11.6,.578,.237,.316,8.6,18.4,13.8,7.7,3.0,0.7,17.7,11.8,0.3,0.8,1.0,.087,-3.0,1.3,-1.6,0.0,2024
672,512,Fred VanVleet,PG,29,HOU,69,2526,16.4,.565,.587,.218,1.2,10.0,5.6,31.1,1.9,2.1,10.4,19.2,4.6,3.1,7.7,.146,2.4,0.9,3.3,3.4,2024
673,513,Devin Vassell,SG,23,SAS,68,2248,15.7,.578,.422,.190,1.3,11.6,6.4,19.1,1.5,0.9,8.6,23.5,1.8,1.6,3.4,.073,0.9,-1.0,-0.1,1.1,2024
674,514,Sasha Vezenkov,PF,28,SAC,38,473,14.1,.583,.616,.085,7.2,15.3,11.1,5.2,2.0,1.3,6.1,17.7,0.5,0.5,1.0,.103,0.3,-0.8,-0.5,0.2,2024
675,515,Gabe Vincent,PG,27,LAL,7,156,4.3,.383,.541,.054,2.3,2.8,2.6,12.5,2.2,0.0,9.6,11.7,-0.2,0.1,-0.1,-0.019,-6.5,1.1,-5.4,-0.1,2024
676,516,Nikola Vučević,C,33,CHI,71,2428,17.5,.536,.261,.104,9.0,27.1,17.9,15.5,1.0,2.4,8.8,23.5,1.9,2.8,4.7,.094,0.5,-0.6,-0.1,1.2,2024
677,517,Tristan Vukcevic,C,20,WAS,7,84,11.5,.590,.633,.167,2.6,23.1,12.6,9.7,1.1,1.9,11.0,18.2,0.0,0.1,0.1,.057,-3.1,0.4,-2.7,0.0,2024
678,518,Dean Wade,PF,27,CLE,54,1108,10.3,.598,.871,.112,4.0,18.8,11.6,5.0,1.8,2.0,7.6,10.6,0.9,1.6,2.5,.109,-1.7,1.9,0.2,0.6,2024
679,519,Franz Wagner,SF,22,ORL,68,2221,17.2,.574,.307,.288,3.4,15.8,9.6,19.0,1.6,1.1,10.4,25.6,2.5,3.3,5.8,.125,0.8,0.3,1.1,1.7,2024
680,520,Moritz Wagner,C,26,ORL,74,1315,20.6,.679,.212,.379,9.8,19.3,14.6,11.6,1.3,1.4,13.2,22.8,3.2,2.0,5.2,.190,1.8,0.4,2.2,1.4,2024
681,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
682,521,Ish Wainright,SF,29,TOT,10,61,9.1,.462,.833,.083,6.0,21.5,13.2,2.0,3.2,1.5,7.4,18.9,-0.1,0.1,0.0,.029,-2.8,0.5,-2.3,0.0,2024
683,521,Ish Wainright,SF,29,POR,7,46,10.2,.530,.889,.111,0.0,23.9,11.2,0.0,2.2,2.0,5.0,18.5,0.0,0.1,0.1,.053,-1.2,0.6,-0.7,0.0,2024
684,521,Ish Wainright,SF,29,PHO,3,15,5.7,.250,.667,.000,24.3,14.4,19.1,8.1,6.5,0.0,14.3,20.2,0.0,0.0,0.0,-0.046,-7.8,0.5,-7.3,0.0,2024
685,522,Jabari Walker,SF,21,POR,67,1548,13.0,.550,.274,.325,9.2,24.7,16.5,6.4,1.3,1.3,10.0,16.3,1.2,1.6,2.7,.085,-2.4,-0.9,-3.3,-0.5,2024
686,523,Jarace Walker,PF,20,IND,31,328,11.3,.514,.495,.086,4.2,16.4,10.3,14.1,2.0,2.7,12.8,16.0,0.0,0.3,0.3,.050,-0.8,0.7,-0.1,0.2,2024
687,524,Lonnie Walker IV,SG,25,BRK,54,912,13.6,.556,.557,.126,1.3,13.1,7.0,11.5,1.6,1.6,9.0,24.9,0.0,0.8,0.8,.043,-0.1,-1.1,-1.2,0.2,2024
688,525,Cason Wallace,SG,20,OKC,76,1570,11.9,.619,.529,.090,3.7,8.9,6.4,8.7,2.0,1.9,9.2,13.0,1.8,1.7,3.6,.109,-0.9,0.7,-0.2,0.7,2024
689,526,Jordan Walsh,SF,19,BOS,6,40,8.4,.375,.500,.000,8.6,26.2,17.8,12.0,2.5,2.2,20.0,10.9,0.0,0.1,0.1,.069,-6.6,3.4,-3.2,0.0,2024
690,527,T.J. Warren,SF,30,MIN,9,119,7.5,.454,.333,.103,5.2,15.1,10.4,8.2,1.3,0.7,8.9,16.7,-0.1,0.2,0.1,.034,-6.1,-0.2,-6.3,-0.1,2024
691,528,P.J. Washington,PF,25,TOT,68,2060,12.0,.535,.507,.179,4.3,16.6,10.4,9.3,1.5,2.4,9.8,19.2,-0.2,1.8,1.6,.037,-1.9,-0.6,-2.5,-0.3,2024
692,528,P.J. Washington,PF,25,CHO,44,1286,13.0,.545,.479,.185,4.5,16.4,10.2,11.5,1.5,2.3,10.7,21.2,-0.1,0.9,0.8,.030,-1.7,-1.1,-2.8,-0.3,2024
693,528,P.J. Washington,PF,25,DAL,24,774,10.4,.513,.565,.167,3.9,17.1,10.5,5.5,1.6,2.5,7.7,15.9,-0.1,0.9,0.8,.049,-2.3,0.4,-1.9,0.0,2024
694,529,TyTy Washington Jr.,PG,22,MIL,6,30,1.5,.333,.444,.000,3.9,7.5,5.7,4.0,3.2,0.0,18.2,15.8,-0.1,0.0,-0.1,-0.114,-9.0,-0.9,-9.9,-0.1,2024
695,530,Yuta Watanabe,SF,29,TOT,34,464,4.7,.474,.733,.147,2.9,10.2,6.6,4.2,1.3,1.3,13.3,13.3,-0.5,0.4,-0.1,-0.010,-5.3,-1.2,-6.5,-0.5,2024
696,530,Yuta Watanabe,SF,29,PHO,29,382,5.4,.502,.773,.155,3.5,9.6,6.7,3.3,1.2,1.6,13.4,13.6,-0.3,0.3,0.0,.004,-4.6,-1.4,-6.0,-0.4,2024
697,530,Yuta Watanabe,SF,29,MEM,5,82,1.6,.327,.526,.105,0.0,12.9,6.2,8.5,1.8,0.0,13.1,12.0,-0.2,0.1,-0.1,-0.075,-8.6,-0.1,-8.7,-0.1,2024
