,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
314,235,Brandon Ingram,SF,26,NOP,63,2079,18.2,.577,.237,.305,2.4,14.7,8.6,27.0,1.2,1.9,12.3,27.3,2.5,2.5,5.0,.116,1.5,-0.2,1.2,1.7,2024
315,236,Kyrie Irving,SG,31,DAL,54,1868,21.7,.602,.369,.172,2.5,13.4,8.0,23.8,1.7,1.1,7.8,28.4,4.2,1.8,6.0,.154,4.7,0.0,4.7,3.2,2024
316,237,Jonathan Isaac,PF,26,ORL,53,822,19.9,.624,.385,.304,9.4,24.1,16.7,4.7,2.3,7.3,7.8,17.0,1.4,1.9,3.4,.197,1.8,2.5,4.4,1.3,2024
317,238,Jaden Ivey,SG,21,DET,71,2038,12.2,.533,.374,.320,4.5,9.3,6.9,19.5,1.2,1.7,14.6,24.7,-0.7,1.0,0.4,.009,-1.7,-1.7,-3.3,-0.7,2024
318,239,Andre Jackson Jr.,SG,22,MIL,51,522,9.0,.604,.435,.120,9.5,13.1,11.3,11.4,1.3,0.8,19.9,10.0,0.6,0.4,1.0,.089,-3.2,-0.1,-3.3,-0.2,2024
319,240,GG Jackson II,PF,19,MEM,42,1030,13.3,.565,.523,.295,4.6,14.1,9.2,7.3,0.9,1.9,9.8,23.0,0.2,0.9,1.1,.050,-0.6,-1.9,-2.5,-0.1,2024
320,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
321,241,Isaiah Jackson,C,22,IND,57,742,21.5,.689,.018,.439,13.9,22.3,18.1,8.4,2.2,6.1,12.5,17.6,2.0,1.1,3.1,.199,0.2,1.4,1.6,0.7,2024
322,242,Jaren Jackson Jr.,C,24,MEM,66,2124,17.3,.552,.315,.359,4.3,15.5,9.7,13.2,1.9,4.6,10.6,30.6,-0.1,2.9,2.8,.062,-0.1,0.4,0.3,1.2,2024
323,243,Justin Jackson,SF,28,MIN,2,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.033,-6.3,-1.1,-7.4,0.0,2024
324,244,Quenton Jackson,PG,25,IND,1,2,6.0,,,,0.0,58.3,29.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.064,-8.8,4.7,-4.1,0.0,2024
325,245,Reggie Jackson,PG,33,DEN,77,1706,11.9,.525,.371,.129,2.1,7.8,5.0,23.5,1.2,0.6,11.9,21.7,0.7,1.2,1.9,.053,-1.7,-1.4,-3.1,-0.5,2024
326,246,Trayce Jackson-Davis,PF,23,GSW,62,993,21.9,.698,.003,.391,13.8,20.4,17.1,10.7,1.3,5.8,10.9,16.5,2.9,1.4,4.2,.205,1.7,1.3,3.0,1.3,2024
327,247,LeBron James,PF,39,LAL,67,2354,23.4,.627,.291,.317,2.9,20.2,12.0,36.7,1.6,1.3,14.2,29.1,5.0,2.6,7.6,.155,5.4,0.9,6.3,4.9,2024
328,248,Jaime Jaquez Jr.,SF,22,MIA,69,1976,12.5,.569,.287,.249,4.6,11.4,7.9,13.5,1.8,0.8,12.6,18.8,0.9,2.4,3.3,.080,-2.5,0.3,-2.2,-0.1,2024
329,249,DeJon Jarreau,SG,26,MEM,9,150,9.7,.392,.260,.220,5.8,28.1,16.5,25.5,2.0,1.2,14.1,18.4,-0.2,0.2,0.0,.000,-4.7,0.6,-4.2,-0.1,2024
330,250,DaQuan Jeffries,SG,26,NYK,17,46,3.2,.391,.588,.118,0.0,12.9,6.4,15.0,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.088,-5.6,-2.4,-8.1,-0.1,2024
331,251,Trey Jemison,C,24,TOT,19,369,12.0,.605,.000,.211,11.8,12.7,12.2,6.6,0.9,4.5,18.3,14.1,0.2,0.4,0.6,.076,-4.9,-0.7,-5.6,-0.3,2024
332,251,Trey Jemison,C,24,WAS,2,1,-35.7,,,,0.0,100.0,55.8,0.0,0.0,0.0,100.0,42.3,0.0,0.0,0.0,-1.208,-30.3,-3.5,-33.8,0.0,2024
333,251,Trey Jemison,C,24,MEM,17,368,12.1,.605,.000,.211,11.8,12.4,12.1,6.7,0.9,4.5,17.6,14.0,0.2,0.4,0.6,.079,-4.8,-0.7,-5.5,-0.3,2024
334,252,Ty Jerome,SG,26,CLE,2,15,7.6,.500,.250,.000,8.0,0.0,3.9,27.4,0.0,0.0,20.0,14.8,0.0,0.0,0.0,.036,-4.1,-0.7,-4.9,0.0,2024
335,253,Isaiah Joe,SG,24,OKC,72,1335,13.4,.627,.731,.110,2.5,11.4,7.1,8.6,1.5,1.4,8.3,16.9,1.7,1.4,3.1,.110,1.1,-0.4,0.7,0.9,2024
336,254,Cameron Johnson,PF,27,BRK,57,1572,14.6,.580,.571,.172,3.8,14.3,8.9,12.9,1.5,0.9,7.7,19.7,1.9,1.3,3.2,.099,1.1,-0.5,0.6,1.0,2024
337,255,Jalen Johnson,SF,22,ATL,54,1831,16.4,.584,.287,.217,4.2,25.8,14.6,15.2,1.7,2.3,11.2,19.1,2.1,1.7,3.9,.101,0.4,0.9,1.3,1.5,2024
338,256,James Johnson,PF,36,IND,8,40,8.0,.405,.222,.222,2.9,8.7,5.8,19.5,5.9,2.0,28.8,14.6,-0.1,0.1,0.0,-0.011,-6.7,3.2,-3.5,0.0,2024
339,257,Keldon Johnson,SF,24,SAS,68,2015,14.3,.567,.424,.256,5.1,15.5,10.2,14.3,1.2,0.8,9.3,21.9,1.5,1.4,2.9,.070,-0.2,-1.4,-1.6,0.2,2024
340,258,Keon Johnson,SG,21,BRK,4,51,15.3,.598,.474,.526,6.4,4.6,5.5,8.3,2.9,1.8,14.6,23.3,0.1,0.0,0.1,.098,0.3,-0.9,-0.6,0.0,2024
341,259,Keyontae Johnson,SF,23,OKC,9,66,1.7,.344,.188,.000,7.3,10.1,8.8,7.2,0.7,0.0,20.0,13.2,-0.1,0.0,-0.1,-0.073,-7.6,-2.4,-10.0,-0.1,2024
342,260,Nikola Jokić,C,28,DEN,74,2564,31.0,.647,.166,.310,9.9,32.1,21.3,42.6,1.9,2.2,12.6,29.8,11.2,4.5,15.7,.294,9.1,4.4,13.5,10.1,2024
343,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
344,261,Colby Jones,SG,21,SAC,25,147,7.3,.393,.273,.091,10.8,13.7,12.2,12.6,1.3,0.6,9.5,18.4,-0.2,0.1,-0.1,-0.019,-5.6,-1.5,-7.0,-0.2,2024
345,262,Damian Jones,C,28,CLE,36,255,16.4,.660,.176,.309,9.5,19.0,14.3,8.4,1.4,4.6,14.4,15.7,0.4,0.4,0.8,.153,-1.6,1.5,-0.1,0.1,2024
346,263,Derrick Jones Jr.,SF,26,DAL,71,1657,11.9,.597,.478,.279,5.2,11.0,8.1,5.4,1.5,2.4,10.6,14.9,1.4,1.5,2.8,.083,-1.2,-0.3,-1.5,0.2,2024
347,264,Herbert Jones,SF,25,NOP,70,2112,13.5,.641,.460,.266,3.8,9.1,6.5,11.3,2.2,2.9,11.9,14.1,3.1,2.9,6.0,.137,-0.6,1.6,1.0,1.6,2024
348,265,Mason Jones,SG,25,SAC,4,22,12.7,.444,.857,.286,5.1,21.5,13.1,28.1,2.2,0.0,11.3,17.3,0.0,0.0,0.0,.079,-0.5,1.3,0.8,0.0,2024
349,266,Tre Jones,PG,24,SAS,71,1934,14.9,.602,.319,.214,3.0,11.6,7.2,31.0,1.7,0.3,15.2,14.8,3.2,1.4,4.6,.114,-0.2,-0.1,-0.3,0.8,2024
350,267,Tyus Jones,PG,27,WAS,66,1933,16.5,.578,.384,.060,1.1,9.4,5.2,34.7,1.7,0.8,8.8,16.4,3.8,0.7,4.5,.111,1.5,-0.9,0.6,1.3,2024
351,268,DeAndre Jordan,C,35,DEN,36,396,16.1,.610,.000,.570,16.6,30.3,23.6,8.6,0.8,3.4,16.5,15.5,0.5,0.6,1.2,.141,-1.7,-0.1,-1.8,0.0,2024
352,269,Cory Joseph,PG,32,GSW,26,296,6.2,.470,.656,.109,2.3,9.1,5.7,17.2,0.7,0.9,15.2,11.3,0.0,0.1,0.2,.030,-4.0,-0.7,-4.7,-0.2,2024
353,270,Nikola Jović,PF,20,MIA,40,751,12.1,.569,.570,.186,3.5,22.3,12.8,15.5,1.5,1.7,13.7,16.5,0.3,1.1,1.4,.091,-1.4,1.5,0.1,0.4,2024
354,271,Johnny Juzang,SG,22,UTA,14,209,6.9,.549,.758,.015,2.7,9.1,6.0,7.1,0.0,0.0,8.3,14.5,0.1,0.0,0.0,.008,-3.0,-3.1,-6.1,-0.2,2024
355,272,Luke Kennard,SG,27,MEM,39,999,13.1,.641,.756,.143,1.2,12.0,6.4,20.9,1.0,0.2,13.9,16.8,1.3,0.7,2.0,.096,0.5,-0.9,-0.4,0.4,2024
356,273,Walker Kessler,C,22,UTA,64,1493,17.8,.663,.054,.266,12.6,23.7,18.2,5.6,1.0,9.2,14.4,12.8,2.3,1.7,4.0,.130,-0.4,1.3,0.9,1.1,2024
357,274,Braxton Key,SF,26,DEN,19,59,15.1,.509,.294,.353,6.2,25.6,16.1,19.3,1.7,1.4,4.8,15.4,0.1,0.1,0.2,.150,0.0,1.3,1.3,0.0,2024
358,275,Corey Kispert,SF,24,WAS,75,1878,12.7,.619,.604,.198,1.6,10.9,6.1,9.8,1.0,0.7,10.1,19.9,1.3,0.4,1.7,.043,-0.3,-1.8,-2.1,0.0,2024
359,276,Maxi Kleber,C,32,DAL,39,790,7.8,.535,.622,.274,3.6,14.6,9.1,9.3,0.9,2.8,14.2,9.6,0.3,0.7,1.0,.061,-3.0,0.9,-2.1,0.0,2024
360,277,Kevin Knox,SF,24,DET,31,560,9.9,.570,.505,.118,3.6,11.7,7.6,5.9,1.1,1.1,10.1,16.5,0.1,0.3,0.4,.034,-2.8,-1.8,-4.6,-0.4,2024
361,278,John Konchar,SF,27,MEM,55,1173,11.4,.537,.577,.120,6.7,18.5,12.4,13.1,2.1,4.0,17.4,9.7,0.5,1.7,2.2,.090,-2.7,2.2,-0.5,0.5,2024
362,279,Furkan Korkmaz,SG,26,PHI,35,300,9.3,.519,.526,.263,1.5,10.0,5.7,11.0,2.3,0.9,10.5,13.7,0.0,0.3,0.3,.053,-3.2,0.4,-2.8,-0.1,2024
363,280,Luke Kornet,C,28,BOS,57,867,19.3,.727,.000,.275,13.8,15.0,14.4,8.5,1.3,5.6,9.1,11.0,2.9,1.5,4.4,.242,1.4,2.0,3.4,1.2,2024
364,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
365,281,Vit Krejci,PG,23,ATL,17,421,8.9,.687,.671,.079,1.6,7.8,4.6,11.3,0.9,1.3,14.2,9.1,0.5,0.1,0.6,.071,-2.7,-0.3,-3.0,-0.1,2024
366,282,Jonathan Kuminga,PF,21,GSW,70,1843,17.0,.597,.191,.349,5.4,15.0,10.2,12.1,1.4,1.7,10.8,24.6,2.4,1.7,4.1,.107,0.1,-0.4,-0.4,0.8,2024
367,283,Kyle Kuzma,PF,28,WAS,70,2281,15.8,.547,.343,.183,3.0,20.1,11.4,20.8,0.8,1.8,11.9,29.9,-1.1,1.2,0.1,.002,0.4,-1.5,-1.1,0.5,2024
368,284,Jock Landale,C,28,HOU,50,617,15.1,.560,.182,.297,14.3,13.1,13.7,10.7,1.1,4.2,11.4,14.5,1.0,0.8,1.8,.139,-1.0,0.3,-0.7,0.2,2024
369,285,Jake LaRavia,PF,22,MEM,31,649,11.3,.506,.506,.363,7.7,11.2,9.4,10.5,1.9,1.3,10.1,20.3,0.0,0.6,0.6,.046,-2.6,-1.0,-3.6,-0.3,2024
370,286,Zach LaVine,SG,28,CHI,25,872,15.1,.578,.449,.274,1.0,16.2,8.5,17.0,1.2,0.9,11.0,23.9,0.7,0.7,1.4,.077,0.8,-0.7,0.1,0.5,2024
371,287,A.J. Lawson,SG,23,DAL,37,254,13.2,.559,.429,.214,5.3,11.0,8.2,7.7,1.9,1.0,8.5,19.8,0.1,0.2,0.4,.069,-2.1,-1.2,-3.3,-0.1,2024
372,288,Saben Lee,PG,24,PHO,22,179,13.6,.485,.296,.722,6.1,13.3,9.9,21.5,1.9,1.5,10.1,19.2,0.2,0.2,0.4,.094,-2.0,0.6,-1.4,0.0,2024
373,289,Alex Len,C,30,SAC,42,392,15.6,.639,.039,.395,12.4,22.7,17.4,13.1,1.4,7.0,21.2,12.4,0.6,0.6,1.2,.142,-2.2,2.6,0.4,0.2,2024
374,290,Kawhi Leonard,SF,32,LAC,68,2330,23.3,.626,.289,.246,4.5,16.3,10.6,17.0,2.4,2.3,8.5,26.7,6.0,2.7,8.7,.180,4.8,0.5,5.4,4.4,2024
375,291,Caris LeVert,SG,29,CLE,64,1839,14.4,.518,.411,.245,2.3,14.1,8.3,26.4,2.0,1.6,11.8,23.3,0.6,2.4,3.1,.080,-0.8,0.8,0.0,0.9,2024
376,292,Kira Lewis Jr.,PG,22,TOT,26,221,7.7,.425,.395,.224,4.1,7.0,5.6,19.1,1.6,0.9,13.5,18.8,-0.2,0.2,-0.1,-0.018,-4.7,-1.5,-6.2,-0.2,2024
377,292,Kira Lewis Jr.,PG,22,NOP,15,144,5.8,.387,.385,.212,3.2,7.7,5.5,16.2,1.7,0.7,12.3,19.6,-0.3,0.2,-0.1,-0.044,-6.4,-1.0,-7.4,-0.2,2024
378,292,Kira Lewis Jr.,PG,22,TOR,1,2,-7.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.013,-22.2,-0.2,-22.4,0.0,2024
379,292,Kira Lewis Jr.,PG,22,UTA,10,75,11.8,.507,.417,.250,6.1,6.0,6.0,25.3,1.3,1.2,15.8,17.7,0.0,0.0,0.1,.033,-0.9,-2.4,-3.3,0.0,2024
380,293,Maxwell Lewis,SF,21,LAL,30,95,-3.6,.237,.368,.000,2.6,2.3,2.4,6.1,1.0,0.9,32.1,12.8,-0.4,0.0,-0.4,-0.192,-10.0,-3.0,-13.1,-0.3,2024
381,294,E.J. Liddell,PF,23,NOP,8,23,4.4,.291,.833,.333,0.0,24.1,12.2,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.088,-8.7,4.0,-4.6,0.0,2024
382,295,Damian Lillard,PG,33,MIL,68,2402,19.8,.591,.489,.388,1.7,12.3,7.1,29.1,1.4,0.5,11.0,28.3,5.5,1.8,7.3,.146,3.5,-1.3,2.2,2.6,2024
383,296,Nassir Little,SF,23,PHO,41,447,10.3,.585,.569,.172,3.8,14.5,9.5,6.1,1.1,2.0,9.4,13.4,0.3,0.4,0.8,.082,-2.1,-0.5,-2.6,-0.1,2024
384,297,Dereck Lively II,C,19,DAL,55,1294,18.1,.728,.007,.274,11.8,21.0,16.4,6.3,1.3,5.2,13.1,12.7,3.0,1.8,4.9,.180,-0.3,0.8,0.5,0.8,2024
385,298,Isaiah Livers,PF,25,DET,23,469,5.1,.460,.664,.155,3.6,8.1,5.8,6.9,1.3,0.9,11.4,12.7,-0.3,0.2,-0.1,-0.013,-5.0,-1.5,-6.5,-0.5,2024
386,299,Chris Livingston,SF,20,MIL,17,72,6.1,.503,.222,.111,3.3,20.2,11.9,8.8,1.3,0.0,17.5,13.7,-0.1,0.1,0.0,.009,-7.2,-0.9,-8.1,-0.1,2024
387,300,Kenneth Lofton Jr.,PF,21,TOT,17,108,6.1,.413,.279,.349,2.0,17.3,9.4,19.9,1.4,2.6,13.9,23.0,-0.3,0.1,-0.2,-0.073,-6.9,0.0,-6.9,-0.1,2024
388,300,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.4,.447,.270,.405,2.2,15.4,8.5,21.7,1.5,2.8,12.1,21.6,-0.1,0.1,0.0,-0.015,-5.4,0.9,-4.5,-0.1,2024
389,300,Kenneth Lofton Jr.,PF,21,PHI,2,9,-19.6,.167,.333,.000,0.0,38.6,19.0,0.0,0.0,0.0,25.0,38.5,-0.1,0.0,-0.1,-0.709,-23.4,-9.3,-32.6,-0.1,2024
390,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
391,301,Kevon Looney,C,27,GSW,69,1127,14.9,.623,.005,.360,13.7,25.9,19.8,14.6,1.1,1.9,16.2,11.1,2.3,1.4,3.7,.157,-0.9,1.4,0.5,0.7,2024
392,302,Brook Lopez,C,35,MIL,73,2252,14.6,.608,.534,.176,5.6,13.8,9.8,7.1,0.9,6.6,8.9,15.7,2.8,2.6,5.4,.115,0.1,0.9,1.0,1.7,2024
393,303,Robin Lopez,C,35,MIL,16,65,6.6,.453,.421,.105,5.4,3.4,4.4,7.8,0.7,3.9,9.1,14.5,0.0,0.0,0.0,.005,-4.6,-1.4,-6.0,-0.1,2024
394,304,Kevin Love,PF,35,MIA,49,856,18.9,.601,.697,.328,7.3,35.9,21.4,19.8,0.9,1.1,10.0,21.5,1.7,1.4,3.2,.177,3.1,1.1,4.2,1.4,2024
395,305,Kyle Lowry,PG,37,TOT,57,1621,11.0,.590,.663,.198,2.3,11.2,6.7,20.1,1.8,1.2,16.8,13.1,1.4,1.8,3.2,.096,-1.9,0.9,-1.0,0.4,2024
396,305,Kyle Lowry,PG,37,MIA,37,1037,10.9,.582,.665,.174,2.8,12.0,7.3,19.5,1.9,1.4,16.9,13.5,0.7,1.3,2.1,.096,-2.0,1.2,-0.8,0.3,2024
397,305,Kyle Lowry,PG,37,PHI,20,584,11.2,.605,.659,.246,1.5,9.7,5.6,21.3,1.6,0.8,16.7,12.4,0.7,0.5,1.2,.097,-1.7,0.3,-1.4,0.1,2024
398,306,Seth Lundy,SF,23,ATL,10,52,0.2,.373,.765,.235,2.1,13.5,7.6,0.0,0.0,0.0,5.1,15.9,-0.1,0.0,-0.1,-0.090,-7.7,-5.0,-12.7,-0.1,2024
399,307,Trey Lyles,PF,28,SAC,52,1042,11.8,.604,.685,.235,5.7,19.8,12.6,7.9,0.7,1.4,10.1,14.6,1.2,0.9,2.0,.093,-0.5,-1.0,-1.5,0.1,2024
400,308,Théo Maledon,PG,22,TOT,17,213,3.3,.385,.429,.214,2.1,11.0,6.4,17.9,1.6,0.0,19.0,19.6,-0.6,0.1,-0.5,-0.120,-8.3,-2.1,-10.4,-0.5,2024
401,308,Théo Maledon,PG,22,CHO,13,200,4.0,.379,.455,.182,2.2,11.2,6.5,19.0,1.7,0.0,17.4,19.0,-0.5,0.1,-0.5,-0.108,-7.7,-1.8,-9.5,-0.4,2024
402,308,Théo Maledon,PG,22,PHO,4,13,-7.9,.470,.000,.750,0.0,8.3,4.4,0.0,0.0,0.0,36.1,27.7,-0.1,0.0,-0.1,-0.297,-17.5,-6.2,-23.6,-0.1,2024
403,309,Sandro Mamukelashvili,C,24,SAS,40,292,16.5,.560,.433,.216,13.0,20.3,16.6,16.9,1.0,2.6,9.4,16.9,0.5,0.3,0.8,.125,0.3,-0.4,-0.1,0.1,2024
404,310,Terance Mann,SG,27,LAC,69,1742,11.1,.591,.434,.194,5.6,9.7,7.7,8.5,1.1,0.8,7.9,13.4,2.3,0.9,3.3,.090,-1.2,-0.9,-2.1,0.0,2024
405,311,Tre Mann,PG,22,TOT,35,796,12.6,.544,.409,.167,2.4,15.8,9.0,22.9,2.2,0.1,15.9,18.2,0.1,0.6,0.7,.042,-2.3,0.3,-2.0,0.0,2024
406,311,Tre Mann,PG,22,OKC,13,119,14.3,.606,.475,.025,4.1,18.8,11.7,22.4,1.2,0.0,18.2,18.1,0.1,0.1,0.2,.097,0.4,-0.4,0.0,0.1,2024
407,311,Tre Mann,PG,22,CHO,22,677,12.3,.533,.396,.194,2.1,15.3,8.5,23.0,2.3,0.1,15.4,18.2,0.0,0.5,0.5,.033,-2.8,0.5,-2.3,-0.1,2024
408,312,Boban Marjanović,C,35,HOU,13,59,17.4,.519,.077,.423,12.9,31.8,22.3,12.9,0.0,1.6,8.9,24.4,0.1,0.1,0.1,.109,-1.2,-2.0,-3.2,0.0,2024
409,313,Lauri Markkanen,PF,26,UTA,55,1820,21.4,.631,.493,.311,7.6,20.2,14.0,9.5,1.3,1.3,7.1,25.1,5.1,1.0,6.1,.161,5.0,-1.5,3.6,2.6,2024
410,314,Naji Marshall,SF,26,NOP,64,1239,12.8,.576,.409,.231,4.9,16.3,10.7,13.6,1.9,1.0,13.6,16.3,0.9,1.7,2.6,.102,-1.2,0.6,-0.7,0.4,2024
411,315,Caleb Martin,SF,28,MIA,58,1572,10.9,.536,.414,.183,4.9,14.6,9.7,11.6,1.3,1.5,11.6,17.5,0.1,1.9,2.1,.063,-2.3,0.1,-2.1,-0.1,2024
412,316,Cody Martin,SF,28,CHO,28,753,9.2,.460,.400,.153,2.8,14.1,8.2,19.2,2.1,2.2,16.1,16.0,-0.8,0.6,-0.2,-0.010,-4.2,0.6,-3.6,-0.3,2024
413,317,KJ Martin,SF,23,TOT,58,700,9.6,.551,.166,.243,6.1,14.1,10.0,9.5,1.5,1.3,13.4,13.4,0.2,0.7,0.9,.063,-4.2,-0.1,-4.3,-0.4,2024
414,317,KJ Martin,SF,23,LAC,2,31,7.0,.460,.500,.200,4.0,7.4,5.8,4.3,3.2,2.9,15.5,18.4,-0.1,0.0,0.0,-0.040,-6.9,0.6,-6.2,0.0,2024
415,317,KJ Martin,SF,23,PHI,56,669,9.7,.556,.145,.245,6.2,14.4,10.2,9.8,1.4,1.2,13.3,13.2,0.3,0.6,0.9,.068,-4.1,-0.1,-4.2,-0.4,2024
416,318,Garrison Mathews,SG,27,ATL,61,877,9.0,.698,.857,.201,1.9,9.4,5.5,4.8,0.8,0.7,8.0,10.7,1.4,0.1,1.5,.084,-2.0,-0.9,-2.8,-0.2,2024
417,319,Bennedict Mathurin,SF,21,IND,59,1538,13.0,.562,.323,.338,4.5,13.2,8.8,9.9,1.1,0.7,11.3,23.4,0.6,0.7,1.4,.042,-1.2,-2.3,-3.5,-0.6,2024
418,320,Wesley Matthews,SG,37,ATL,35,408,8.0,.506,.711,.227,2.4,12.7,7.4,6.7,1.8,2.4,7.0,11.8,0.1,0.3,0.4,.045,-3.2,0.2,-3.1,-0.1,2024
419,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
420,321,Tyrese Maxey,PG,23,PHI,66,2477,19.7,.572,.404,.267,1.6,9.9,5.7,27.1,1.3,1.2,7.0,28.0,5.4,1.9,7.2,.140,4.1,-1.1,3.0,3.1,2024
421,322,Skylar Mays,PG-SG,26,TOT,35,427,12.0,.468,.342,.108,2.6,9.3,5.8,29.2,2.3,0.8,10.8,18.6,0.0,0.3,0.4,.043,-2.1,0.0,-2.0,0.0,2024
422,322,Skylar Mays,PG,26,POR,21,356,11.9,.457,.355,.123,2.7,9.6,6.0,31.7,1.9,0.8,11.0,19.6,0.0,0.3,0.2,.032,-1.8,-0.5,-2.3,0.0,2024
423,322,Skylar Mays,SG,26,LAL,14,71,12.8,.550,.250,.000,1.7,7.8,4.9,16.7,4.1,1.2,9.1,13.5,0.0,0.1,0.1,.096,-3.2,2.6,-0.6,0.0,2024
424,323,Miles McBride,PG,23,NYK,63,1214,13.1,.593,.583,.113,2.7,5.8,4.2,12.0,1.9,0.5,6.0,16.6,2.2,1.1,3.3,.131,-0.5,0.4,-0.1,0.6,2024
425,324,CJ McCollum,PG,32,NOP,60,1932,17.3,.583,.528,.140,1.9,12.9,7.5,21.2,1.5,1.9,9.0,24.4,2.6,2.4,5.0,.125,2.8,-0.1,2.7,2.3,2024
426,325,T.J. McConnell,PG,31,IND,66,1188,20.1,.575,.070,.113,3.3,14.1,8.7,40.7,2.8,0.5,15.3,23.2,2.1,1.0,3.2,.128,2.2,0.2,2.5,1.3,2024
427,326,Jaden McDaniels,SF,23,MIN,66,1931,9.6,.571,.402,.126,3.6,8.9,6.4,6.7,1.6,1.8,11.7,16.1,0.2,2.9,3.1,.077,-3.2,0.8,-2.4,-0.2,2024
428,327,Jalen McDaniels,SF,26,TOR,45,468,5.3,.422,.400,.176,3.6,14.3,8.8,8.8,1.8,0.9,13.6,18.9,-1.0,0.3,-0.7,-0.076,-7.2,-1.8,-9.0,-0.8,2024
429,328,Doug McDermott,SF,32,TOT,60,857,8.8,.596,.812,.071,1.1,6.3,3.7,10.5,0.8,0.2,9.3,14.9,0.4,0.3,0.7,.038,-1.7,-2.0,-3.7,-0.4,2024
430,328,Doug McDermott,SF,32,SAS,46,700,9.5,.620,.805,.079,1.2,6.4,3.8,11.1,0.7,0.2,9.7,14.8,0.5,0.2,0.7,.050,-1.1,-1.9,-3.0,-0.2,2024
431,328,Doug McDermott,SF,32,IND,14,157,5.4,.492,.843,.039,0.7,5.9,3.3,7.5,0.9,0.0,7.2,14.9,-0.1,0.0,0.0,-0.013,-4.5,-2.4,-6.9,-0.2,2024
432,329,JaVale McGee,C,36,SAC,44,328,18.6,.616,.040,.347,13.4,28.2,20.6,6.8,1.9,5.6,18.3,22.9,0.1,0.6,0.7,.095,-2.0,0.5,-1.5,0.0,2024
433,330,Bryce McGowens,SG,21,CHO,55,820,8.9,.565,.449,.343,2.1,11.5,6.6,7.8,1.2,0.9,10.2,14.3,0.3,0.3,0.6,.035,-4.0,-0.9,-4.9,-0.6,2024
434,331,Jordan McLaughlin,PG,27,MIN,50,540,15.7,.633,.620,.093,3.5,10.4,7.1,24.4,2.8,1.1,10.6,12.4,1.2,1.0,2.2,.197,1.8,3.1,4.9,0.9,2024
435,332,De'Anthony Melton,SG,25,PHI,36,1002,13.4,.540,.595,.227,3.0,12.7,7.8,15.2,2.8,1.5,9.2,18.2,0.7,1.2,2.0,.095,-0.6,1.1,0.4,0.6,2024
436,333,Nathan Mensah,C,25,CHO,25,307,5.1,.496,.000,.429,10.3,13.8,12.0,3.7,1.0,4.3,29.6,6.8,0.0,0.2,0.2,.025,-8.8,-0.1,-8.9,-0.5,2024
437,334,Sam Merrill,SG,27,CLE,59,1051,13.5,.606,.899,.072,2.5,10.5,6.6,14.1,0.9,0.3,4.5,17.7,1.9,0.9,2.8,.128,1.5,-0.8,0.7,0.7,2024
438,335,Chimezie Metu,C,26,TOT,45,659,13.4,.597,.370,.317,6.1,19.4,13.0,7.3,2.4,2.1,15.0,16.6,0.4,0.9,1.3,.091,-2.1,0.8,-1.3,0.1,2024
439,335,Chimezie Metu,C,26,PHO,37,448,13.9,.621,.392,.331,6.5,20.8,14.0,5.7,2.1,1.8,15.3,17.0,0.3,0.6,1.0,.104,-1.5,0.2,-1.3,0.1,2024
440,335,Chimezie Metu,C,26,DET,8,211,12.4,.542,.322,.288,5.3,16.3,10.7,10.5,3.0,2.8,14.2,15.6,0.0,0.3,0.3,.064,-3.2,2.2,-1.0,0.1,2024
441,336,Vasilije Micić,PG,30,TOT,54,1036,10.9,.527,.404,.202,1.5,6.9,4.2,30.6,1.3,0.5,19.1,18.7,0.0,0.5,0.4,.019,-2.4,-2.0,-4.4,-0.6,2024
